"STATION","NAME","DATE","TAVG"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-05","18.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-06","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-07","24.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-08","23.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-09","20.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-10","13.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-11","5.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-12","0.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-01","1.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-02","-6.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-03","2.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-04","10.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-05","17.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-06","23.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-07","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-08","22.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-09","20.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-10","12.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-11","9.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1934-12","0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-01","-1.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-02","-0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-03","6.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-04","9.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-05","15.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-06","21.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-07","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-08","23.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-09","18.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-10","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-11","9.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1935-12","-1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-01","-1.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-02","-3.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-03","7.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-04","8.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-05","18.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-06","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-07","24.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-08","24.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-09","20.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-10","14.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-11","5.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1936-12","3.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-01","4.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-02","1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-03","2.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-04","9.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-05","17.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-06","22.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-07","24.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-08","24.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-09","18.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-10","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-11","8.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1937-12","1.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-01","0.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-02","1.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-03","6.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-04","12.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-05","16.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-06","21.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-07","24.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-08","25.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-09","18.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-10","15.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-11","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1938-12","2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-01","0.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-02","2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-03","4.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-04","9.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-05","18.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-06","22.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-07","24.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-08","25.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-09","20.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-10","14.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-11","6.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1939-12","2.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-01","-3.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-02","0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-03","1.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-04","8.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-05","15.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-06","21.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-07","24.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-08","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-09","19.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-10","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-11","7.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1940-12","3.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-01","-1.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-02","-0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-03","2.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-04","13.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-05","18.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-06","22.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-07","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-08","23.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-09","21.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-10","15.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-11","10.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1941-12","3.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-01","-0.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-02","-1.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-03","6.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-04","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-05","18.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-06","21.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-07","24.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-08","23.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-09","20.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-10","14.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-11","8.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1942-12","-0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-01","-0.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-02","1.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-03","4.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-04","7.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-05","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-06","24.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-07","24.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-08","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-09","19.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-10","13.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-11","7.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1943-12","0.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-01","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-02","0.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-03","3.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-04","9.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-05","19.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-06","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-07","26.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-08","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-09","21.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-10","13.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-11","7.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1944-12","0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-01","-3.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-02","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-03","10.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-04","13.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-05","15.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-06","21.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-07","23.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-08","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-09","21.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-10","13.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-11","8.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1945-12","-0.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-01","1.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-02","-0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-03","9.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-04","10.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-05","16.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-06","20.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-07","24.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-08","21.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-09","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-10","16.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-11","10.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1946-12","3.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-01","2.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-02","-1.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-03","3.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-04","10.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-05","15.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-06","20.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-07","24.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-08","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-09","20.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-10","17.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-11","6.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1947-12","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-01","-3.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-02","-0.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-03","5.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-04","10.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-05","15.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-06","20.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-07","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-08","24.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-09","21.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-10","13.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-11","11.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1948-12","3.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-01","3.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-02","3.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-03","6.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-04","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-05","17.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-06","23.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-07","26.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-08","24.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-09","19.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-10","17.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-11","7.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1949-12","4.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-01","5.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-02","-0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-03","2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-04","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-05","14.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-06","21.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-07","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-08","22.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-09","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-10","15.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-11","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1950-12","1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-01","2.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-02","2.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-03","5.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-04","11.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-05","17.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-06","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-07","24.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-08","23.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-09","20.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-10","14.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-11","6.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1951-12","3.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-01","2.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-02","2.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-03","4.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-04","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-05","15.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-06","23.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-07","26.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-08","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-09","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-10","13.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-11","9.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1952-12","3.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-01","3.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-02","3.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-03","6.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-04","11.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-05","17.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-06","23.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-07","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-08","24.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-09","21.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-10","15.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-11","9.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1953-12","5.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-01","-0.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-02","4.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-03","5.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-04","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-05","15.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-06","22.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-07","24.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-08","22.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-09","19.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-10","16.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-11","8.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1954-12","2.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-01","-0.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-02","1.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-03","5.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-04","11.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-05","18.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-06","20.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-07","27.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-08","25.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-09","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-10","15.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-11","6.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1955-12","-1.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-01","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-02","2.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-03","3.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-04","9.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-05","14.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-06","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-07","22.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-08","23.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-09","18.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-10","14.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-11","8.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1956-12","4.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-01","-1.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-02","2.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-03","5.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-04","11.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-05","17.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-06","23.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-07","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-08","23.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-09","20.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-10","13.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-11","9.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1957-12","4.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-01","-0.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-02","-2.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-03","4.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-04","11.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-05","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-06","19.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-07","24.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-08","24.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-09","19.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-10","13.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-11","8.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1958-12","-1.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-01","-0.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-02","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-03","4.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-04","12.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-05","19.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-06","21.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-07","24.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-08","25.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-09","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-10","15.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-11","7.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1959-12","3.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-01","1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-02","2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-03","0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-04","12.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-05","17.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-06","22.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-07","23.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-08","23.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-09","20.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-10","14.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-11","9.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1960-12","-0.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-01","-2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-02","2.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-03","5.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-04","9.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-05","15.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-06","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-07","25.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-08","24.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-09","23.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-10","16.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-11","9.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1961-12","1.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-01","0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-02","-0.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-03","6.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-04","11.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-05","18.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-06","22.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-07","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-08","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-09","18.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-10","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-11","6.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1962-12","-0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-01","-1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-02","-2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-03","6.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-04","12.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-05","16.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-06","21.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-07","24.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-08","22.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-09","17.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-10","16.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-11","10.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1963-12","-0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-01","2.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-02","0.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-03","6.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-04","9.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-05","18.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-06","22.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-07","24.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-08","22.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-09","19.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-10","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-11","9.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1964-12","2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-01","-1.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-02","1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-03","4.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-04","10.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-05","19.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-06","21.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1965-07","23.5"
