"STATION","NAME","DATE","TAVG"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-02","-3.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-03","3.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-04","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-05","14.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-06","21.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-07","26.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-08","24.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-09","20.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-10","13.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-11","4.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1901-12","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-01","-0.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-02","-1.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-03","6.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-04","10.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-05","15.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-06","19.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-07","22.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-08","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-09","19.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-10","14.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-11","10.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1902-12","0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-01","-0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-02","0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-03","9.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-04","11.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-05","17.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-06","17.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-07","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-08","20.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-09","19.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-10","14.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-11","5.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1903-12","-0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-01","-3.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-02","-3.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-03","2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-04","8.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-05","17.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-06","21.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-07","24.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-08","22.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-09","19.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-10","12.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-11","5.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1904-12","-1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-01","-1.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-02","-4.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-03","4.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-04","10.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-05","16.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-06","21.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-07","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-08","23.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-09","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-10","15.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-11","6.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1905-12","3.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-01","3.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-02","0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-03","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-04","11.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-05","17.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-06","23.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-07","25.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-08","25.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-09","21.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-10","14.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-11","7.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1906-12","1.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-01","1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-02","-3.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-03","5.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-04","8.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-05","13.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-06","20.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-07","25.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-08","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-09","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-10","11.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-11","7.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1907-12","3.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-01","0.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-02","-2.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-03","5.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-04","11.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-05","17.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-06","22.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-07","26.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-08","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-09","20.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-10","16.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-11","8.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1908-12","3.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-01","1.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-02","3.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-03","3.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-04","9.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-05","16.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-06","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-07","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-08","22.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-09","19.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-10","12.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-11","9.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1909-12","0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-01","-0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-02","-1.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-03","6.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-04","13.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-05","16.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-06","20.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-07","25.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-08","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-09","20.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-10","15.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-11","5.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1910-12","-1.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-01","2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-02","-0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-03","1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-04","8.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-05","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-06","21.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-07","25.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-08","22.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-09","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-10","13.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-11","5.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1911-12","4.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-01","-4.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-02","-1.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-03","3.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-04","10.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-05","16.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-06","21.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-07","24.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-08","22.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-09","19.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-10","15.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-11","8.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1912-12","4.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-01","4.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-02","-0.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-03","7.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-04","11.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-05","15.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-06","21.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-07","24.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-08","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-09","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-10","14.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-11","8.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1913-12","3.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-01","-0.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-02","-3.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-03","2.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-04","8.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-05","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-06","20.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-07","22.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-08","23.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-09","19.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-10","15.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-11","6.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1914-12","-0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-01","1.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-02","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-03","2.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-04","12.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-05","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-06","20.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-07","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-08","22.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-09","21.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-10","14.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-11","7.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1915-12","0.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-01","2.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-02","-2.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-03","0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-04","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-05","16.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-06","18.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-07","24.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-08","23.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-09","19.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-10","14.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-11","7.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1916-12","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-01","0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-02","-2.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-03","4.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-04","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-05","12.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-06","21.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-07","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-08","24.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-09","17.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-10","11.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-11","5.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1917-12","-3.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-01","-5.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-02","-0.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-03","5.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-04","10.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-05","18.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-06","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-07","23.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-08","24.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-09","17.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-10","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-11","8.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1918-12","4.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-01","2.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-02","1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-03","6.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-04","10.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-05","16.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-06","21.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-07","24.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-08","21.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-09","19.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-10","15.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-11","7.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1919-12","-1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-01","-4.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-02","-1.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-03","4.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-04","8.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-05","14.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-06","20.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-07","23.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-08","23.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-09","20.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-10","16.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-11","6.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1920-12","2.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-01","0.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-02","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-03","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-04","13.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-05","16.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-06","21.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-07","25.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-08","22.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-09","22.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-10","13.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-11","7.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1921-12","0.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-01","-2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-02","0.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-03","5.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-04","10.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-05","18.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-06","22.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-07","23.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-08","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-09","20.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-10","14.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-11","7.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1922-12","0.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-01","-1.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-02","-3.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-03","2.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-04","10.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-05","15.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-06","23.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-07","23.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-08","22.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-09","20.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-10","13.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-11","7.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1923-12","5.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-01","0.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-02","-1.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-03","4.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-04","9.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-05","14.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-06","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-07","23.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-08","23.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-09","17.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-10","13.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-11","6.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1924-12","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-01","-2.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-02","3.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-03","6.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-04","11.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-05","15.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-06","23.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-07","23.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-08","22.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-09","20.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-10","10.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-11","6.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1925-12","1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-01","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-02","-1.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-03","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-04","8.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-05","15.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-06","19.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-07","23.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-08","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-09","18.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-10","12.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-11","7.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1926-12","-1.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-01","-0.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-02","2.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-03","6.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-04","9.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-05","15.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-06","19.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-07","23.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-08","20.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-09","19.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-10","15.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-11","9.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1927-12","2.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-01","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-02","0.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-03","3.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-04","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-05","15.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-06","19.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-07","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-08","24.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-09","18.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-10","14.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-11","8.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1928-12","4.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-01","0.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-02","0.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-03","7.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-04","10.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-05","16.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-06","21.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-07","24.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-08","22.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-09","20.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-10","12.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-11","7.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1929-12","2.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-01","0.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-02","2.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-03","4.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-04","9.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-05","17.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-06","23.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-07","24.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-08","23.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-09","22.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-10","13.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-11","7.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1930-12","1.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-01","0.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-02","1.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-03","4.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-04","10.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-05","16.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-06","21.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-07","25.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-08","24.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-09","22.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-10","16.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-11","11.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1931-12","4.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-01","6.2"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-02","2.3"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-03","3.0"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-04","9.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-05","16.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-06","21.4"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-07","24.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-08","24.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-09","20.8"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-10","14.7"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-11","6.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1932-12","3.9"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-01","4.6"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-02","1.1"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-03","3.5"
"USW00094728","NY CITY CENTRAL PARK, NY US","1933-04","10.2"
