Provincia	Código INE	Nombre del Municipio	Nº de conatos	Nº de incendios	Total conatos + incendios	Superficie arbolada (ha)	Superficie desarbola (ha)	Superficie forestal total (ha)	Superficie total del Municipio 	
	46036	Alpuente	7	18	25	1.9	6.89	8.79	13,831.21	
	46037	L'Alqueria de la Comtessa	0	2	2	0.5	1.15	1.65	215.48	
	46038	Andilla	4	23	27	4758.1	183.7	4941.8	14,278.82	
	46039	Anna	3	6	9	1.03	2.77	3.8	2,145.36	
	46040	Antella	6	10	16	0.35	7.87	8.22	1,757.70	
	46041	Aras de los Olmos	1	11	12	16.55	0.01	16.56	7,602.30	
	46042	Aielo de Malferit	5	1	6	1.16	0.3	1.46	2,674.63	
	46043	Aielo de Rugat	4	0	4	0.61	0.2	0.81	783.48	
	46044	Ayora	5	48	53	750.01	33.54	783.55	44,652.33	
	46045	Barxeta	3	16	19	135.69	140.9	276.59	2,852.98	
	46046	Barx	3	0	3	8.59	183.6	192.19	1,611.09	
	46047	Bélgida	2	6	8	1.02	1.69	2.71	1,726.87	
	46048	Bellreguard	0	0	0	0	0	0	284.73	
	46049	Bellés	5	7	12	18.27	103.08	121.35	954.34	
	46050	Benagéber	8	0	8	651.44	28.4	679.84	6,981.10	
	46051	Benaguasil	0	4	4	4.62	2.36	6.98	2,540.01	
	46052	Benavites	4	0	4	0	1.26	1.26	427.23	
	46053	Beneixida	2	0	2	0.07	0.38	0.45	319.72	
	46054	Benetésser	0	0	0	0	0	0	77.90	
	46055	Beniarjà	0	0	0	0	0	0	275.31	
	46056	Beniatjar	2	6	8	2.17	4.74	6.91	1,137.61	
	46057	Benicolet	0	6	6	32.6	210.43	243.03	1,129.72	
	46058	Benifairó de les Valls	1	0	1	0	0.25	0.25	434.73	
	46059	Benifairó de la Valldigna	3	8	11	2.65	152.74	155.39	2,020.95	
	46060	Benifaió	0	0	0	0	0	0	2,016.27	
	46061	Beniflá	0	0	0	0	0	0	62.54	
	46062	Benigànim	9	26	35	11.71	64.36	76.07	3,345.26	
	46063	Benimodo	4	0	4	0	0.17	0.17	1,252.54	
	46064	Benimuslem	5	0	5	0	1.54	1.54	417.16	
	46065	Beniparrell	0	0	0	0	0	0	367.68	
	46066	Benirredrà	3	0	3	0	0.11	0.11	38.90	
	46067	Benisanó	0	0	0	0	0	0	228.53	
	46068	Benissoda	2	3	5	1.2	5.3	6.5	404.15	
	46069	Benisuera	0	0	0	0	0	0	212.02	
	46070	Bétera	7	17	24	1.62	2.29	3.91	7,512.15	
	46071	Bicorp	2	20	22	5.97	0.08	6.05	13,651.08	
	46072	Bocairent	4	16	20	15.66	1081.45	1097.11	9,700.61	
	46073	Bolbaite	1	12	13	19.45	11.69	31.14	4,039.30	
	46074	Bonrepòs i Mirambell	0	0	0	0	0	0	105.52	
	46075	Bufali	0	0	0	0	0	0	319.30	
	46076	Bugarra	1	8	9	1547	36.39	1583.39	4,031.27	
	46077	Buñol	9	13	22	50.05	544.45	594.5	11,240.92	
	46078	Burjassot	0	0	0	0	0	0	344.55	
	46079	Calles	2	8	10	29.43	0.79	30.22	6,453.29	
	46080	Camporrobles	3	0	3	0	0.12	0.12	8,946.83	
	46081	Canals	1	3	4	0.19	1.35	1.54	2,186.57	
	46082	Canet d'En Berenguer	1	1	2	0	1.01	1.01	390.67	
	46083	Carcaixent	14	33	47	25.17	51.66	76.83	5,927.98	
	46084	Càrcer	9	3	12	1	16.84	17.84	740.74	
	46085	Carlet	6	24	30	101.2	80.21	181.41	4,563.54	
	46086	Carrícola	3	1	4	0.2	1.26	1.46	460.11	
	46087	Casas Altas	1	0	1	0.05	0	0.05	1,594.51	
	46088	Casas Bajas	3	4	7	0.11	11.02	11.13	2,264.78	
	46089	Casinos	4	0	4	0.3	0.01	0.31	4,148.96	
	46090	Castelló de Rugat	1	14	15	4.76	3.06	7.82	1,903.16	
	46091	Castellonet de la Conquesta	1	0	1	0.04	0	0.04	543.67	
	46092	Castielfabib	7	5	12	1.39	4.17	5.56	10,625.39	
	46093	Catadau	1	6	7	29.69	1548.9	1578.59	3,546.59	
	46094	Catarroja	0	0	0	0	5	5	1,304.69	
	46095	Caudete de las Fuentes	4	8	12	0.03	1.58	1.61	3,458.94	
	46096	Cerdà	0	0	0	0	0	0	152.25	
	46097	Cofrentes	3	13	16	7.01	0.61	7.62	10,317.01	
	46098	Corbera	1	4	5	1.41	3.24	4.65	2,027.85	
	46099	Cortes de Pallás	6	24	30	1228.3	1945.17	3173.47	23,301.58	
	46100	Cotes	1	4	5	1.11	3.65	4.76	632.73	
	46101	Quart de les Valls	3	0	3	35.15	5.01	40.16	843.16	
	46102	Quart de Poblet	3	1	4	0	1.73	1.73	1,964.25	
	46103	Quartell	1	4	5	0	2.3	2.3	317.99	
	46104	Quatretonda	1	21	22	14	23.06	37.06	4,356.93	
	46105	Cullera	4	20	24	0.5	26.06	26.56	5,411.06	
	46106	Chelva	8	57	65	75.93	92.11	168.04	19,053.69	
	46107	Chella	2	14	16	5.81	3.01	8.82	4,350.03	
	46108	Chera	2	0	2	0	0.05	0.05	4,969.67	
	46109	Cheste	1	4	5	0.3	4.92	5.22	7,145.67	
	46110	Xirivella	0	0	0	0	0	0	515.58	
	46111	Chiva	5	26	31	121.52	1264.72	1386.24	17,875.18	
	46112	Chulilla	2	7	9	1042.87	716.33	1759.2	6,178.24	
	46113	Daimús	0	0	0	0	0	0	314.10	
	46114	Domeño	9	0	9	83.31	0.15	83.46	6,879.53	
	46115	Dos Aguas	0	2	2	522.33	9687.41	10209.74	12,152.01	
	46116	L'Eliana	0	0	0	0	0	0	877.56	
	46117	Emperador	0	0	0	0	0	0	2.58	
	46118	Enguera	5	24	29	98.77	20.35	119.12	24,177.06	
	46119	L'Ènova	1	0	1	0	0.04	0.04	767.65	
	46120	Estivella	0	2	2	1.5	0.01	1.51	2,092.72	
	46121	Estubeny	2	1	3	1.5	0.65	2.15	641.99	
	46122	Faura	0	0	0	0	0	0	163.74	
	46123	Favara	2	3	5	2.96	12.2	15.16	945.72	
	46124	Fontanars dels Alforins	3	0	3	0.47	0	0.47	7,469.67	
	46125	Fortaleny	0	0	0	0	0	0	457.08	
	46126	Foios	0	0	0	0	0	0	647.29	
	46127	La Font d'En Carròs	15	0	15	0.99	1.4	2.39	990.51	
	46128	La Font de la Figuera	3	10	13	6.67	1.95	8.62	8,433.71	
	46129	Fuenterrobles	1	0	1	0	0.4	0.4	4,943.68	
	46130	Gavarda	11	13	24	0	4.2	4.2	783.30	
	46131	Gandia	9	30	39	20.86	470.07	490.93	6,116.93	
	46132	Genovés	1	10	11	25.46	22.44	47.9	1,516.82	
	46133	Gestalgar	2	6	8	837.99	647.49	1485.48	6,973.77	
	46134	Gilet	2	10	12	47.63	19.58	67.21	1,128.69	
	46135	Godella	2	3	5	2.27	0.02	2.29	840.65	
	46136	Godelleta	2	8	10	45.02	124.1	169.12	3,745.60	
	46137	La Granja de la Costera	0	0	0	0	0	0	83.17	
	46138	Guadasséquies	0	0	0	0	0	0	326.10	
	46139	Guadassuar	12	14	26	0.83	6.16	6.99	3,535.08	
	46140	Guardamar de la Safor	0	0	0	0	0	0	108.83	
	46141	Higueruelas	0	3	3	68.85	0.66	69.51	1,879.61	
	46142	Jalance	3	21	24	20	0.77	20.77	9,475.57	
	46143	Xeraco	1	0	1	261	378.26	639.26	2,031.94	
	46144	Jarafuel	3	10	13	3.78	0.84	4.62	10,307.61	
	46145	Xàtiva	9	26	35	250.47	351.05	601.52	7,659.07	
	46146	Xeresa	7	23	30	270.03	569.35	839.38	1,685.68	
	46147	Llíria	17	29	46	1784.22	15.55	1799.77	22,802.73	
	46148	Loriguilla	2	6	8	3.52	1.41	4.93	7,241.82	
	46149	Losa del Obispo	0	0	0	0	0	0	1,216.71	
	46150	Llutxent	3	10	13	10.74	257.37	268.11	4,013.89	
	46151	Llocnou d'En Fenollet	0	0	0	0	0	0	153.24	
	46152	Llocnou de la Corona	0	0	0	0	0	0	4.19	
	46153	Llocnou de Sant Jeroni	2	1	3	0.12	977.2	977.32	647.66	
	46154	Llanera de Ranes	0	1	1	0.5	1.5	2	926.35	
	46155	Llaurí	0	10	10	9.6	82.99	92.59	1,363.17	
	46156	Llombai	0	13	13	1070.2	995.15	2065.35	5,558.86	
	46157	La Llosa de Ranes	1	3	4	2.26	0	2.26	712.80	
	46158	Macastre	1	7	8	424.5	1751.41	2175.91	3,765.76	
	46159	Manises	11	4	15	6.35	25.45	31.8	1,965.94	
	46160	Manuel	5	9	14	0	2.17	2.17	605.06	
	46161	Marines	0	6	6	2.67	103.49	106.16	3,573.38	
	46162	Massalavés	7	0	7	0	1.64	1.64	748.54	
	46163	Massalfassar	0	0	0	0	0	0	253.29	
	46164	Massamagrell	1	0	1	0	0.2	0.2	622.72	
	46165	Massanassa	0	3	3	0	7.12	7.12	559.43	
	46166	Meliana	0	0	0	0	0	0	475.28	
	46167	Millares	7	0	7	0	54.72	54.72	10,551.72	
	46168	Miramar	0	0	0	0	0	0	255.19	
	46169	Mislata	0	0	0	0	0	0	205.71	
	46170	Mogente/Moixent	10	15	25	5.75	3.08	8.83	15,024.25	
	46171	Moncada	2	0	2	0.3	0	0.3	1,583.56	
	46172	Montserrat	16	2	18	2.66	3.04	5.7	4,558.57	
	46173	Montaverner	2	0	2	0.05	0.2	0.25	740.09	
	46174	Montesa	6	14	20	1.68	19.37	21.05	4,812.42	
	46175	Montitxelvo/Montichelvo	6	0	6	0.84	0.3	1.14	816.95	
	46176	Montroi/Montroy	8	18	26	28.35	428.89	457.24	3,139.71	
	46177	Museros	0	0	0	0	0	0	1,245.93	
	46178	Náquera	2	11	13	118.38	116.86	235.24	3,872.40	
	46179	Navarrés	3	12	15	2.13	8.6	10.73	4,704.59	
	46180	Novelé/Novetlé	2	0	2	0.54	5.8	6.34	147.21	
	46181	Oliva	2	21	23	2.32	13.72	16.04	6,017.80	
	46182	Olocau	4	16	20	7.24	6.97	14.21	3,740.74	
	46183	L'Olleria	3	3	6	52.29	134.19	186.48	3,223.48	
	46184	Ontinyent	9	28	37	82.78	968.88	1051.66	12,545.81	
	46185	Otos	0	1	1	0	1	1	1,107.23	
	46186	Paiporta	0	0	0	0	0	0	395.86	
	46187	Palma de Gandía	3	8	11	57.61	60.45	118.06	1,393.00	
	46188	Palmera	0	0	0	0	0	0	97.85	
	46189	El Palomar	0	1	1	0.7	1.8	2.5	776.20	
	46190	Paterna	0	15	15	4.44	8.68	13.12	3,586.39	
	46191	Pedralba	5	21	26	844.09	7.62	851.71	5,885.56	
	46192	Petrés	0	0	0	0	0	0	187.56	
	46193	Picanya	0	0	0	0	0	0	711.99	
	46194	Picassent	2	10	12	0.15	1.16	1.31	8,581.67	
	46195	Piles	0	0	0	0	0	0	392.31	
	46196	Pinet	1	2	3	0.03	2.8	2.83	1,189.54	
	46197	Polinyà de Xéquer	8	0	8	0.2	0.81	1.01	917.70	
	46198	Potríes	0	0	0	0	0	0	307.39	
	46199	La Pobla de Farnals	0	0	0	0	0	0	361.32	
	46200	La Pobla del Duc	1	13	14	3.32	12.68	16	1,887.68	
	46201	Puebla de San Miguel	8	0	8	0.02	0.17	0.19	6,356.87	
	46202	La Pobla de Vallbona	0	4	4	2.25	1.02	3.27	3,311.27	
	46203	La Pobla Llarga	1	4	5	1	0.83	1.83	1,009.70	
	46204	El Puig de Santa María	2	5	7	0.01	11.96	11.97	2,687.39	
	46205	Puéol	2	0	2	0	0.21	0.21	1,805.66	
	46206	Quesa	6	0	6	0.17	0.02	0.19	7,316.63	
	46207	Rafelbunyol	0	0	0	0	0	0	420.05	
	46208	Rafelcofer	1	0	1	0	0.01	0.01	203.48	
	46209	Rafelguaraf	3	6	9	482.57	37.38	519.95	1,626.85	
	46210	Ráfol de Salem	2	1	3	1.01	0.03	1.04	432.72	
	46211	Real de Gandía	2	0	2	6	1.42	7.42	607.60	
	46212	Real	2	5	7	101.08	216.1	317.18	1,831.89	
	46213	Requena	44	88	132	34.57	27.97	62.54	81,407.00	
	46214	Riba-roja de Téria	10	28	38	16.47	99.06	115.53	5,750.26	
	46215	Riola	2	0	2	0	0.04	0.04	559.21	
	46216	Rocafort	0	0	0	0	0	0	234.18	
	46217	Rotglà i Corberà	0	2	2	0.05	1	1.05	627.16	
	46218	Rótova	1	0	1	78.2	378.68	456.88	765.98	
	46219	Rugat	0	0	0	0	0	0	320.56	
	46220	Sagunto/Sagunt	17	57	74	8.63	35.03	43.66	13,275.45	
	46221	Salem	0	4	4	0.15	3.51	3.66	860.93	
	46222	Sant Joanet	0	0	0	0	0	0	185.82	
	46223	Sedaví	0	0	0	0	0	0	183.34	
	46224	Segart	1	0	1	25.92	186.5	212.42	664.69	
	46225	Sellent	4	11	15	0.02	16.89	16.91	1,400.92	
	46226	Sempere	0	0	0	0	0	0	382.70	
	46227	Senyera	7	0	7	0	1.5	1.5	203.15	
	46228	Serra	7	22	29	161.43	42.16	203.59	5,731.56	
	46229	Siete Aguas	4	12	16	26.54	21.67	48.21	11,059.38	
	46230	Silla	0	0	0	0	0	0	2,503.92	
	46231	Simat de la Valldigna	2	22	24	304.96	1858.92	2163.88	3,850.78	
	46232	Sinarcas	4	11	15	1.32	0.32	1.64	10,243.83	
	46233	Sollana	1	0	1	0	0.1	0.1	3,923.79	
	46234	Sot de Chera	2	5	7	20.65	0.06	20.71	3,874.88	
	46235	Sueca	1	7	8	0	5.85	5.85	9,259.01	
	46236	Sumacàrcer	8	17	25	2.59	5.09	7.68	2,009.44	
	46237	Tavernes Blanques	0	0	0	0	0	0	73.66	
	46238	Tavernes de la Valldigna	4	34	38	27.43	96.34	123.77	4,934.13	
	46239	Teresa de Cofrentes	2	12	14	4.16	9.15	13.31	11,079.87	
	46240	Terrateig	2	2	4	355.36	9.3	364.66	631.89	
	46241	Titaguas	8	0	8	0.71	0.01	0.72	6,320.19	
	46242	Torrebaja	1	2	3	0	1.07	1.07	471.59	
	46243	Torrella	0	0	0	0	0	0	114.48	
	46244	Torrent	3	18	21	2.91	13.49	16.4	6,933.92	
	46245	Torres Torres	5	1	6	0.75	1.86	2.61	1,177.80	
	46246	Tous	1	2	3	328.32	3741.72	4070.04	12,754.86	
	46247	Tuéjar	10	27	37	11.93	38.21	50.14	12,190.30	
	46248	Turís	5	37	42	209.9	756.85	966.75	8,051.92	
	46249	Utiel	11	28	39	3.79	1.53	5.32	23,686.30	
	46250	Valencia	14	65	79	11.06	98.65	109.71	13,809.72	
	46251	Vallada	1	5	6	10.4	0.08	10.48	6,150.92	
	46252	Vallanca	6	1	7	2.12	3.01	5.13	5,659.13	
	46253	Vallés	0	0	0	0	0	0	123.60	
	46254	Venta del Moro	14	34	48	17.49	6.86	24.35	27,249.51	
	46255	Vilallonga/Villalonga	14	30	44	4.62	333.66	338.28	4,334.61	
	46256	Vilamarxant	18	57	75	221.92	99.16	321.08	7,109.54	
	46257	Villanueva de Castellàn	15	21	36	15.65	14.44	30.09	2,030.92	
	46258	Villar del Arzobispo	1	7	8	1	7.48	8.48	4,070.53	
	46259	Villargordo del Cabriel	10	1	11	1.59	0.06	1.65	7,158.37	
	46260	Vinalesa	0	0	0	0	0	0	152.93	
	46261	Yátova	4	14	18	2069.13	1424.36	3493.49	12,024.56	
	46262	La Yesa	6	0	6	0.24	0	0.24	8,467.22	
	46263	Zarra	0	10	10	5.47	2.45	7.92	4,971.26	
	46902	Gátova	0	3	3	3.12	11.61	14.73	3,042.15	
	46903	San Antonio de Benagéber	0	0	0	0	0	0	874.46	
	46904	Benicull de Xéquer	0	0	0	0	0	0	349.89	
Total Valencia									1,081,193.84	
Valladolid	47001	Adalia	1	0	1	0.3	0.16	0.46	1,626.06	
	47002	Aguasal	1	2	3	0	7.97	7.97	2,701.20	
	47003	Aguilar de Campos	0	1	1	0	2.8	2.8	4,983.20	
	47004	Alaejos	2	0	2	1.01	0	1.01	10,249.25	
	47005	Alcazarén	1	6	7	3.75	4.09	7.84	4,802.79	
	47006	Aldea de San Miguel	1	0	1	0.01	0	0.01	1,991.91	
	47007	Aldeamayor de San Martín	2	8	10	300.42	1.3	301.72	5,354.86	
	47008	Almenara de Adaja	0	0	0	0	0	0	1,715.59	
	47009	Amusquillo	1	0	1	0.15	0.04	0.19	1,590.04	
	47010	Arroyo de la Encomienda	1	8	9	0.9	9.14	10.04	1,192.24	
	47011	Ataquines	0	0	0	0	0	0	4,258.91	
	47012	Bahabàn	8	2	10	1.3	3.87	5.17	2,069.67	
	47013	Barcial de la Loma	0	0	0	0	0	0	2,713.07	
	47014	Barruelo del Valle	0	1	1	0	4.02	4.02	1,296.05	
	47015	Becilla de Valderaduey	2	0	2	0	0.65	0.65	3,823.23	
	47016	Benafarces	0	0	0	0	0	0	1,654.64	
	47017	Bercero	6	0	6	0.16	0.85	1.01	4,136.92	
	47018	Berceruelo	1	0	1	0	0.01	0.01	1,394.01	
	47019	Berrueces	1	0	1	0	0.3	0.3	1,585.27	
	47020	Bobadilla del Campo	1	0	1	0	0.12	0.12	3,269.73	
	47021	Bocigas	0	3	3	0	1.93	1.93	1,631.07	
	47022	Bocos de Duero	0	3	3	1.14	1	2.14	619.58	
	47023	Boecillo	1	5	6	25.42	5.52	30.94	2,411.17	
	47024	Bolaños de Campos	0	0	0	0	0	0	2,992.08	
	47025	Brahojos de Medina	1	0	1	0	0.41	0.41	2,744.04	
	47026	Bustillo de Chaves	0	0	0	0	0	0	2,191.47	
	47027	Cabezón de Pisuerga	4	14	18	4.02	118.1	122.12	4,539.00	
	47028	Cabezón de Valderaduey	0	0	0	0	0	0	1,029.67	
	47029	Cabreros del Monte	0	0	0	0	0	0	2,808.19	
	47030	Campaspero	7	0	7	0	2.39	2.39	4,676.38	
	47031	El Campillo	3	0	3	0	1.06	1.06	3,280.03	
	47032	Camporredondo	0	0	0	0	0	0	1,745.08	
	47033	Canalejas de Peñafiel	0	0	0	0	0	0	3,208.30	
	47034	Canillas de Esgueva	1	2	3	5	0.13	5.13	2,350.59	
	47035	Carpio	1	3	4	1.65	16.23	17.88	5,649.57	
	47036	Casasola de Arión	0	3	3	1.96	5.6	7.56	2,772.93	
	47037	Castrejón de Trabancos	0	2	2	0	3.3	3.3	3,019.94	
	47038	Castrillo de Duero	1	0	1	0	0.25	0.25	2,578.91	
	47039	Castrillo-Tejeriego	0	0	0	0	0	0	3,590.48	
	47040	Castrobol	1	2	3	5	2.7	7.7	1,687.59	
	47041	Castrodeza	2	2	4	7.08	2.08	9.16	1,596.84	
	47042	Castromembibre	0	1	1	7	0	7	1,684.78	
	47043	Castromonte	2	3	5	0	2.97	2.97	8,700.25	
	47044	Castronuevo de Esgueva	0	2	2	5.4	0.62	6.02	2,919.62	
	47045	Castronuño	4	13	17	4.96	7.58	12.54	12,447.08	
	47046	Castroponce	0	0	0	0	0	0	2,486.92	
	47047	Castroverde de Cerrato	5	0	5	0.72	1.46	2.18	3,244.02	
	47048	Ceinos de Campos	1	0	1	0	0.02	0.02	3,611.39	
	47049	Cervillego de la Cruz	0	0	0	0	0	0	2,132.90	
	47050	Cigales	2	1	3	0	1.87	1.87	6,095.19	
	47051	Ciguñuela	1	0	1	0	0.3	0.3	3,035.63	
	47052	Cistérniga	3	0	3	0.02	0.04	0.06	3,175.93	
	47053	Cogeces de Íscar	1	6	7	0	9.89	9.89	1,355.55	
	47054	Cogeces del Monte	2	14	16	3.99	5.45	9.44	7,347.99	
	47055	Corcos	4	6	10	2.64	1.59	4.23	4,258.20	
	47056	Corrales de Duero	0	2	2	0	85.21	85.21	1,777.91	
	47057	Cubillas de Santa Marta	4	0	4	0.2	4.98	5.18	2,353.79	
	47058	Cuenca de Campos	0	0	0	0	0	0	4,786.38	
	47059	Curiel de Duero	0	1	1	0	1	1	1,899.33	
	47060	Encinas de Esgueva	0	2	2	1.2	2.49	3.69	3,083.57	
	47061	Esguevillas de Esgueva	1	0	1	0	0.06	0.06	4,150.37	
	47062	Fombellida	2	1	3	0	2.82	2.82	3,611.15	
	47063	Fompedraza	1	0	1	0	0.01	0.01	1,638.59	
	47064	Fontihoyuelo	0	0	0	0	0	0	1,696.11	
	47065	Fresno el Viejo	0	3	3	0.05	4.38	4.43	6,445.76	
	47066	Fuensaldaña	0	3	3	36.4	1.23	37.63	2,508.62	
	47067	Fuente el Sol	0	1	1	4.5	1.75	6.25	2,094.36	
	47068	Fuente-Olmedo	0	0	0	0	0	0	1,360.45	
	47069	Gallegos de Hornija	1	0	1	0.12	0	0.12	1,121.39	
	47070	Gatón de Campos	0	0	0	0	0	0	2,050.79	
	47071	Geria	4	6	10	0.8	4.1	4.9	1,817.72	
	47073	Herrín de Campos	0	0	0	0	0	0	2,948.43	
	47074	Hornillos de Eresma	4	10	14	32.18	3.95	36.13	3,468.66	
	47075	Íscar	2	12	14	4.26	3.81	8.07	6,050.45	
	47076	Laguna de Duero	14	36	50	30.93	24.88	55.81	2,922.26	
	47077	Langayo	0	18	18	29.58	9.91	39.49	4,834.13	
	47078	Lomoviejo	0	0	0	0	1	1	2,756.53	
	47079	Llano de Olmedo	1	1	2	1.61	0	1.61	1,521.36	
	47080	Manzanillo	1	0	1	0.94	3	3.94	1,881.20	
	47081	Marzales	0	0	0	0	0	0	1,266.95	
	47082	Matapozuelos	3	2	5	7.15	0.52	7.67	5,049.88	
	47083	Matilla de los Caños	0	0	0	0	0	0	1,228.52	
	47084	Mayorga	5	10	15	4.86	68.33	73.19	15,066.27	
	47085	Medina del Campo	10	23	33	33.28	27.69	60.97	15,311.65	
	47086	Medina de Rioseco	1	9	10	1.05	6.98	8.03	11,515.87	
	47087	Megeces	0	1	1	5.33	0	5.33	1,903.74	
	47088	Melgar de Abajo	0	3	3	4	4.8	8.8	2,302.52	
	47089	Melgar de Arriba	0	4	4	8.41	6.97	15.38	3,503.42	
	47090	Mojados	4	6	10	2.46	1.26	3.72	4,619.92	
	47091	Monasterio de Vega	0	0	0	4.55	0	4.55	2,993.25	
	47092	Montealegre de Campos	0	1	1	2.5	0	2.5	3,396.23	
	47093	Montemayor de Pililla	5	5	10	7.81	1.4	9.21	5,953.15	
	47094	Moral de la Reina	0	0	0	0	0	0	4,248.71	
	47095	Moraleja de las Panaderas	1	0	1	0	0.3	0.3	1,529.23	
	47096	Morales de Campos	0	0	0	0	0	0	1,588.36	
	47097	Mota del Marqués	1	4	5	8.25	1.03	9.28	3,133.65	
	47098	Mucientes	0	4	4	20.4	3.27	23.67	6,380.29	
	47099	La Mudarra	1	0	1	0	0.2	0.2	1,906.32	
	47100	Muriel	0	0	0	0	1.6	1.6	2,251.19	
	47101	Nava del Rey	0	9	9	57.41	11.53	68.94	12,609.91	
	47102	Nueva Villa de las Torres	2	0	2	0	0.15	0.15	3,580.45	
	47103	Olivares de Duero	0	5	5	0.2	6.09	6.29	2,931.98	
	47104	Olmedo	3	10	13	230.06	5.49	235.55	12,934.88	
	47105	Olmos de Esgueva	0	0	0	0	0	0	2,483.67	
	47106	Olmos de Peñafiel	0	0	0	0	0	0	1,611.11	
	47109	Palazuelo de Vedija	0	0	0	0	0	0	3,220.03	
	47110	La Parrilla	1	5	6	158.89	6.18	165.07	4,476.34	
	47111	La Pedraja de Portillo	4	16	20	14.6	25.13	39.73	5,675.64	
	47112	Pedrajas de San Esteban	0	3	3	0	2.6	2.6	3,070.47	
	47113	Pedrosa del Rey	0	2	2	1.83	1.93	3.76	5,193.00	
	47114	Peñafiel	7	15	22	7.76	24.61	32.37	7,606.85	
	47115	Peñaflor de Hornija	1	7	8	3.28	56.15	59.43	6,620.01	
	47116	Pesquera de Duero	2	14	16	81.04	26.21	107.25	5,582.88	
	47117	Piña de Esgueva	1	0	1	0.36	0.41	0.77	2,995.07	
	47118	Piñel de Abajo	0	1	1	2.07	0	2.07	2,125.83	
	47119	Piñel de Arriba	0	2	2	3.68	0.95	4.63	2,339.97	
	47121	Pollos	1	11	12	52.01	14.94	66.95	5,052.81	
	47122	Portillo	1	4	5	255.06	3.95	259.01	6,439.83	
	47123	Pozal de Gallinas	0	4	4	5.06	1.43	6.49	3,509.40	
	47124	Pozaldez	1	0	1	0	0.27	0.27	2,796.42	
	47125	Pozuelo de la Orden	0	0	0	0	0	0	2,047.49	
	47126	Puras	0	0	0	0	0	0	1,083.23	
	47127	Quintanilla de Arriba	1	4	5	0.7	8.58	9.28	2,806.31	
	47128	Quintanilla del Molar	0	0	0	0	0	0	1,459.39	
	47129	Quintanilla de Onésimo	4	8	12	8.1	6.77	14.87	5,513.74	
	47130	Quintanilla de Trigueros	0	0	0	0	0	0	3,220.14	
	47131	Rábano	1	11	12	2.48	22.95	25.43	2,762.86	
	47132	Ramiro	1	0	1	0	0.1	0.1	2,119.23	
	47133	Renedo de Esgueva	0	1	1	5.15	5.11	10.26	2,885.60	
	47134	Roales de Campos	1	2	3	0	3.9	3.9	2,270.10	
	47135	Robladillo	0	2	2	0.18	0.17	0.35	884.34	
	47137	Roturas	0	2	2	5.2	0.97	6.17	1,148.67	
	47138	Rubí de Bracamonte	1	0	1	0	0.83	0.83	2,558.79	
	47139	Rueda	5	2	7	8.93	20	28.93	9,049.60	
	47140	Saelices de Mayorga	0	1	1	1	0	1	1,582.78	
	47141	Salvador de Zapardiel	0	0	0	0	0	0	2,631.31	
	47142	San Cebrián de Mazote	2	0	2	0.1	0.7	0.8	3,550.01	
	47143	San Llorente	1	0	1	0.16	0.73	0.89	2,487.37	
	47144	San Martín de Valvení	1	0	1	0.45	0	0.45	5,818.59	
	47145	San Miguel del Arroyo	4	0	4	0.01	0.64	0.65	5,548.61	
	47146	San Miguel del Pino	3	7	10	0.3	4.05	4.35	744.51	
	47147	San Pablo de la Moraleja	0	0	0	0	0	0	2,489.87	
	47148	San Pedro de Latarce	0	2	2	0	1.2	1.2	4,435.39	
	47149	San Pelayo	2	2	4	2.09	1.14	3.23	1,068.33	
	47150	San Román de Hornija	2	7	9	1.18	4.28	5.46	4,176.62	
	47151	San Salvador	0	0	0	0	0	0	1,064.65	
	47152	Santa Eufemia del Arroyo	1	0	1	0.1	0.69	0.79	2,500.37	
	47153	Santervás de Campos	0	0	0	0	0	0	5,400.12	
	47154	Santibáñez de Valcorba	2	2	4	4.5	0.21	4.71	2,415.45	
	47155	Santovenia de Pisuerga	0	3	3	0	6.82	6.82	1,412.85	
	47156	San Vicente del Palacio	1	3	4	0.26	1.26	1.52	3,789.21	
	47157	Sardón de Duero	1	4	5	0.2	4.93	5.13	1,966.15	
	47158	La Seca	1	2	3	1.29	1.7	2.99	6,588.65	
	47159	Serrada	0	3	3	0	1.93	1.93	2,418.45	
	47160	Siete Iglesias de Trabancos	0	3	3	0	5.01	5.01	6,129.44	
	47161	Simancas	5	8	13	6.7	2.01	8.71	4,235.14	
	47162	Tamariz de Campos	0	0	0	0	0	0	3,777.49	
	47163	Tiedra	0	2	2	4.8	0.2	5	4,731.00	
	47164	Tordehumos	0	0	0	0	0	0	6,152.19	
	47165	Tordesillas	13	50	63	29.27	33.44	62.71	14,166.73	
	47166	Torrecilla de la Abadesa	3	0	3	0.33	0.55	0.88	2,734.27	
	47167	Torrecilla de la Orden	0	0	0	0.2	0	0.2	5,988.04	
	47168	Torrecilla de la Torre	0	0	0	0	0	0	727.99	
	47169	Torre de Esgueva	0	2	2	0	3.12	3.12	2,359.10	
	47170	Torre de Peñafiel	1	1	2	0	8.08	8.08	3,015.79	
	47171	Torrelobatón	2	7	9	12.21	1.04	13.25	6,608.39	
	47172	Torrescárcela	1	5	6	1	0.81	1.81	5,073.50	
	47173	Traspinedo	6	0	6	0	0.82	0.82	2,628.93	
	47174	Trigueros del Valle	1	0	1	1.26	1.27	2.53	3,779.21	
	47175	Tudela de Duero	6	18	24	0.56	14.17	14.73	6,049.89	
