país Name	país Code	serie Name	serie Code	1960 [YR1960]	1961 [YR1961]	1962 [YR1962]	1963 [YR1963]	1964 [YR1964]	1965 [YR1965]	1966 [YR1966]	1967 [YR1967]	1968 [YR1968]	1969 [YR1969]	1970 [YR1970]	1971 [YR1971]	1972 [YR1972]	1973 [YR1973]	1974 [YR1974]	1975 [YR1975]	1976 [YR1976]	1977 [YR1977]	1978 [YR1978]	1979 [YR1979]	1980 [YR1980]	1981 [YR1981]	1982 [YR1982]	1983 [YR1983]	1984 [YR1984]	1985 [YR1985]	1986 [YR1986]	1987 [YR1987]	1988 [YR1988]	1989 [YR1989]	1990 [YR1990]	1991 [YR1991]	1992 [YR1992]	1993 [YR1993]	1994 [YR1994]	1995 [YR1995]	1996 [YR1996]	1997 [YR1997]	1998 [YR1998]	1999 [YR1999]	2000 [YR2000]	2001 [YR2001]	2002 [YR2002]	2003 [YR2003]	2004 [YR2004]	2005 [YR2005]	2006 [YR2006]	2007 [YR2007]	2008 [YR2008]	2009 [YR2009]	2010 [YR2010]	2011 [YR2011]	2012 [YR2012]	2013 [YR2013]	2014 [YR2014]	2015 [YR2015]	2016 [YR2016]	2017 [YR2017]	2018 [YR2018]	2019 [YR2019]
Eswatini	SWZ	Producción de electricidad a partir de fuentes de gas natural (% del total)	EG.ELC.NGAS.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Eswatini	SWZ	Producción de electricidad a partir de fuentes de petróleo, gas y carbón (% del total)	EG.ELC.FOSL.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Eswatini	SWZ	Producción de electricidad a partir de fuentes hidroeléctricas (% del total)	EG.ELC.HYRO.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Eswatini	SWZ	Producción de electricidad a partir de fuentes nucleares (% del total)	EG.ELC.NUCL.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Eswatini	SWZ	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (% del total)	EG.ELC.RNWX.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Eswatini	SWZ	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (kilovatio-hora)	EG.ELC.RNWX.KH	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Eswatini	SWZ	Producción de electricidad a partir del petróleo (% del total)	EG.ELC.PETR.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Eswatini	SWZ	Producción de energía eléctrica renovable (% de la producción total de electricidad)	EG.ELC.RNEW.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	42.3076923076923	48.6873508353222	48.6873508353222	48.6873508353222	48.6873508353222	49.4117647058824	49.4117647058824	44.4444444444444	44.296788482835	41.5401540154015	40.9410261869278	45.2498518664823	43.0928707425428	31.1866125760649	29.1960507757405	39.093137254902	35.7391145261617	38.1166314305849	37.0541917554423	47.4212864593394	51.4712450645847	50.9443188069189	43.792216146671	40.6578501186843	53.2627865961199	46.5725806451613	..	..	..	..
Etiopía	ETH	Producción de electricidad a partir de carbón  (% del total)	EG.ELC.COAL.ZS	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..
Etiopía	ETH	Producción de electricidad a partir de fuentes de gas natural (% del total)	EG.ELC.NGAS.ZS	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..
Etiopía	ETH	Producción de electricidad a partir de fuentes de petróleo, gas y carbón (% del total)	EG.ELC.FOSL.ZS	..	..	..	..	..	..	..	..	..	..	..	48.7352445193929	48.936170212766	43.6548223350254	40.7155025553663	39.6193771626298	36.9791666666667	30.939226519337	28.3950617283951	29.8722044728435	29.7532656023222	29.6809986130374	27.3182957393484	26.7441860465116	24.1758241758242	23.9864864864865	21.6393442622951	19.1704035874439	18.8141391106043	17.9749715585893	11.6472545757072	10.5045492142266	7.2522159548751	8.6767895878525	6.68504479669194	6.48330058939096	5.8016219588272	2.97397769516729	2.9038112522686	1.15571776155718	1.37395459976105	0.944333996023857	1.02739726027397	0.696864111498258	0.708940527766837	0.421792618629174	0.305903946160905	4.56723992106005	12.3643102991792	11.122244488978	0.622489959839357	0.583964646464647	0.158061116965227	0.0919328889910365	0.0315291644771414	0.0383251892306218	..	..	..	..
Etiopía	ETH	Producción de electricidad a partir de fuentes hidroeléctricas (% del total)	EG.ELC.HYRO.ZS	..	..	..	..	..	..	..	..	..	..	..	51.2647554806071	51.063829787234	56.3451776649746	59.2844974446337	60.3806228373702	63.0208333333333	69.060773480663	71.6049382716049	70.1277955271566	70.2467343976778	70.3190013869626	72.6817042606516	73.2558139534884	75.8241758241758	76.0135135135135	78.3606557377049	80.829596412556	81.1858608893957	82.0250284414107	88.3527454242928	89.4954507857734	92.7477840451249	91.3232104121475	93.3149552033081	93.516699410609	94.1983780411728	97.0260223048327	95.5232909860859	97.6277372262774	98.3273596176822	99.0059642147117	98.972602739726	99.3031358885017	99.2910594722332	99.5782073813708	99.6940960538391	95.43276007894	87.2650251522372	88.2765531062124	99.0160642570281	98.8320707070707	97.3129610115911	95.8170535509078	94.724119810825	92.6894701542589	..	..	..	..
Etiopía	ETH	Producción de electricidad a partir de fuentes nucleares (% del total)	EG.ELC.NUCL.ZS	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Etiopía	ETH	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (% del total)	EG.ELC.RNWX.ZS	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.57289776164549	1.21654501216545	0.29868578255675	0.0497017892644135	0	0	0	0	0	0	0.370664548583532	0.601202404809619	0.36144578313253	0.583964646464647	2.52897787144363	4.09101356010113	5.24435102469785	7.27220465651049	..	..	..	..
Etiopía	ETH	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (kilovatio-hora)	EG.ELC.RNWX.KH	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26000000	20000000	5000000	1000000	0	0	0	0	0	0	14000000	24000000	18000000	37000000	192000000	356000000	499000000	759000000	..	..	..	..
Etiopía	ETH	Producción de electricidad a partir del petróleo (% del total)	EG.ELC.PETR.ZS	..	..	..	..	..	..	..	..	..	..	..	48.7352445193929	48.936170212766	43.6548223350254	40.7155025553663	39.6193771626298	36.9791666666667	30.939226519337	28.3950617283951	29.8722044728435	29.7532656023222	29.6809986130374	27.3182957393484	26.7441860465116	24.1758241758242	23.9864864864865	21.6393442622951	19.1704035874439	18.8141391106043	17.9749715585893	11.6472545757072	10.5045492142266	7.2522159548751	8.6767895878525	6.68504479669194	6.48330058939096	5.8016219588272	2.97397769516729	2.9038112522686	1.15571776155718	1.37395459976105	0.944333996023857	1.02739726027397	0.696864111498258	0.708940527766837	0.421792618629174	0.305903946160905	4.56723992106005	12.3643102991792	11.122244488978	0.622489959839357	0.583964646464647	0.158061116965227	0.0919328889910365	0.0315291644771414	0.0383251892306218	..	..	..	..
Etiopía	ETH	Producción de energía eléctrica renovable (% de la producción total de electricidad)	EG.ELC.RNEW.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	88.3527454242928	89.4954507857734	92.7477840451249	91.3232104121475	93.3149552033081	93.516699410609	94.1983780411728	97.0260223048327	97.0961887477314	98.8442822384428	98.626045400239	99.0556660039761	98.972602739726	99.3031358885017	99.2910594722332	99.5782073813708	99.6940960538391	95.43276007894	87.6356897008208	88.877755511022	99.3775100401606	99.4160353535353	99.8419388830348	99.908067111009	99.9684708355229	99.9616748107694	..	..	..	..
Federación de Rusia	RUS	Producción de electricidad a partir de carbón  (% del total)	EG.ELC.COAL.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	14.3318129061352	14.3170096698725	14.9754573850959	15.4331580346175	18.3909583131877	18.5117796201745	18.8310567902752	18.7042562537957	19.4988071736612	18.9447646942616	19.8773942688153	18.8821285165399	19.0385376560757	18.7413050896396	17.1927239879343	17.2954258961961	17.8978030215371	16.6891816550046	18.9021706786488	16.5296526925544	15.9830559512641	15.5421504822882	15.7494578294662	15.2216976538145	14.787924313751	14.8216583163089	..	..	..	..
Federación de Rusia	RUS	Producción de electricidad a partir de fuentes de gas natural (% del total)	EG.ELC.NGAS.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	47.3310588531001	46.9633379924225	45.6809955872874	44.9664225877941	41.6417775674635	41.215981821272	43.1031263369126	42.8965618226205	41.8209392766062	42.4243535494891	42.257332840446	42.3625346186412	43.2631067611817	44.4870987216841	45.4279738252832	46.1870202563399	46.0574625326377	48.027775831632	47.6407195085663	47.3750183072487	50.2384868103571	49.3068857484466	49.1321998329769	50.1115272568077	50.2189991273923	49.7126094312904	..	..	..	..
Federación de Rusia	RUS	Producción de electricidad a partir de fuentes de petróleo, gas y carbón (% del total)	EG.ELC.FOSL.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	73.1561739940415	72.5378055596384	70.3094848529922	68.5474133150292	68.2675701038198	67.4560490602147	68.400053890135	67.4925045668732	67.6981901235674	66.1915166198023	65.8982415787	64.6170781923082	65.3831276312475	66.1916730101233	65.1912829805195	65.7123572399567	66.404189703833	66.4161894771951	68.0920542626328	65.5211631794514	67.1186430862954	67.4458998614436	67.5044631459638	66.1551888304436	66.0132933835248	65.481225536611	..	..	..	..
Federación de Rusia	RUS	Producción de electricidad a partir de fuentes hidroeléctricas (% del total)	EG.ELC.HYRO.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15.3321344875766	15.6880551002047	17.0403093856909	18.1436263605182	20.0002057422667	20.4197544661046	18.1203215444724	18.7936733503446	19.1841092050366	18.9853397480561	18.7202499121474	19.5538678987511	18.2407299125616	17.0356808497607	18.9076303493368	18.1543779746604	17.4423085630342	17.4707099572824	15.8665332602744	17.5934427223005	16.0679885263812	15.7496526593992	15.5144471263325	17.1286766409257	16.49831079332	15.764768590768	..	..	..	..
Federación de Rusia	RUS	Producción de electricidad a partir de fuentes nucleares (% del total)	EG.ELC.NUCL.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	10.9323828815176	11.2327425683159	11.8623630323764	12.4710422286445	11.1809491805171	11.5866108825577	12.8847058378616	13.0222498541721	12.7476884829016	14.4170382103444	14.9138359871667	15.397494526797	15.9256818754273	16.4428957660708	15.5614820868798	15.7119892678301	15.7401659179064	15.7922989858881	15.7049433231481	16.5228853233944	16.4474827142907	16.4236311266561	16.6026224314116	16.3114404556023	17.0150979024468	..	..	..	..	..
Federación de Rusia	RUS	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (% del total)	EG.ELC.RNWX.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	0.00600654991165751	0.00608521358631595	0.00624721106648818	0.00627810761094986	0.00697237681467537	0.006868243801701	0.00673626687907574	0.00684130805810071	0.00702018545393366	0.00709767704859661	0.00935573232565251	0.0131559269699876	0.0201279191105034	0.0410137281150747	0.0486071157806443	0.0481517811427953	0.0515160509727176	0.0499309748677471	0.0475717693327722	0.0506037604351317	0.0526002879986411	0.0533712693530206	0.0492839795270421	0.0459535793205111	0.0699404047506761	0.0910265638035215	..	..	..	..
Federación de Rusia	RUS	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (kilovatio-hora)	EG.ELC.RNWX.KH	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	65000000	65000000	63000000	60000000	61000000	59000000	57000000	57000000	58000000	60000000	82000000	117000000	179000000	375000000	452000000	458000000	512000000	506000000	494000000	501000000	545000000	562000000	527000000	486000000	743000000	970000000	..	..	..	..
Federación de Rusia	RUS	Producción de electricidad a partir del petróleo (% del total)	EG.ELC.PETR.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	11.4933022348062	11.2574578973434	9.65303188060886	8.14783269261757	8.23483422316864	7.72828761876823	6.46587076294722	5.89168649045698	6.37844367329994	4.82239837605149	3.7635144694387	3.37241505712708	3.08148321399014	2.96326919879956	2.57058516730204	2.22991108742072	2.44892414965815	1.69923199055851	1.54916407541763	1.6164921796484	0.897100324674071	2.5968636307088	2.62280548352073	0.821963919821405	1.00636994238153	0.946957789011686	..	..	..	..
Federación de Rusia	RUS	Producción de energía eléctrica renovable (% de la producción total de electricidad)	EG.ELC.RNEW.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	15.3381410374883	15.6941403137911	17.0465565967574	18.1499044681292	20.0071781190813	20.4266227099063	18.1270578113514	18.8005146584027	19.1911293904906	18.9924374251047	18.729605644473	19.5670238257211	18.2608578316721	17.0766945778758	18.9562374651174	18.2025297558032	17.4938246140069	17.5206409321501	15.9141050296072	17.6440464827356	16.1205888143799	15.8030239287522	15.5637311058596	17.1746302202462	16.5682511980707	15.8557951545716	..	..	..	..
Fiji	FJI	Producción de electricidad a partir de carbón  (% del total)	EG.ELC.COAL.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Fiji	FJI	Producción de electricidad a partir de fuentes de gas natural (% del total)	EG.ELC.NGAS.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Fiji	FJI	Producción de electricidad a partir de fuentes de petróleo, gas y carbón (% del total)	EG.ELC.FOSL.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Fiji	FJI	Producción de electricidad a partir de fuentes hidroeléctricas (% del total)	EG.ELC.HYRO.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Fiji	FJI	Producción de electricidad a partir de fuentes nucleares (% del total)	EG.ELC.NUCL.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Fiji	FJI	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (% del total)	EG.ELC.RNWX.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Fiji	FJI	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (kilovatio-hora)	EG.ELC.RNWX.KH	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Fiji	FJI	Producción de electricidad a partir del petróleo (% del total)	EG.ELC.PETR.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Fiji	FJI	Producción de energía eléctrica renovable (% de la producción total de electricidad)	EG.ELC.RNEW.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	82.441113490364	81.5677966101695	81.2236286919831	79.3478260869565	78.4046692607004	70.6766544117647	61.7697123519459	66.1993973750734	66.2329553018441	64.357051807534	60.2310502057446	63.7694115313518	58.8501810481183	42.3316268283762	45.0195712223374	41.1571519176514	40.6257886942319	61.224548384087	64.9426400273446	60.1295207808297	50.2938926133513	57.5939271548141	66.2311586562818	62.1276967930029	47.1662981496567	45.0158848200176	..	..	..	..
Filipinas	PHL	Producción de electricidad a partir de carbón  (% del total)	EG.ELC.COAL.ZS	..	..	..	..	..	..	..	..	..	..	..	0.131219245489338	0.115406809001731	0.0910056120127408	0.114968958381237	0.175566934893928	0.237836368578418	0.729442970822281	0.514734268433921	0.665587335851772	1.00505302904104	0.688801592853683	2.23126867978976	2.64752493707467	5.11331444759207	14.7017482210314	12.6013159149423	9.91961840826782	10.5220261624353	9.43573299964807	7.3460705739355	7.57144528051776	6.92307692307692	7.58117310658791	4.42387844179712	6.28314365727224	13.2191575680017	18.5013945774807	22.5792486411083	26.9912145201776	36.791786266284	39.9341126461212	33.2762498194648	28.2187381941821	28.9400789892239	26.9715558541199	26.9341176056214	28.2447870359497	25.8940168691735	26.6080974144474	34.39668152697	36.6340927489303	38.7611250531397	42.6234953365397	42.7817038129999	44.5148216907527	..	..	..	..
Filipinas	PHL	Producción de electricidad a partir de fuentes de gas natural (% del total)	EG.ELC.NGAS.ZS	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039381707197007	0.035750461776798	0.0544558499196776	0.030153026610046	0.0481023618259657	0.0386174937246573	0.0375358798851844	1.80233793836344	18.0968494026864	24.8186626369475	22.1312793752346	29.8071313663443	28.8220065864783	31.5193504554529	32.1862514592	32.1167293809854	28.8122582740397	29.7661038510466	26.9359992320456	24.9661201604974	24.1904170225984	22.9065802725298	..	..	..	..
Filipinas	PHL	Producción de electricidad a partir de fuentes de petróleo, gas y carbón (% del total)	EG.ELC.FOSL.ZS	..	..	..	..	..	..	..	..	..	..	..	100	100	85.7803731230093	81.9115505480187	83.5405998536942	81.0138624626257	85.4310344827586	81.926392999614	78.965041674162	68.9099894497196	63.1975461443255	60.5431309904153	58.5252167427985	49.7780925401322	49.6090661512782	44.7458758462859	55.1585548979772	53.1969517910265	52.3168967270168	54.5751509856801	57.4915201372373	60.8040201005025	59.7539410813048	60.0210035771717	63.1561699338616	63.0680425844746	66.565318993894	66.37644908365	55.5078200424792	57.1097372488408	62.7077577045696	64.3571914911177	66.5810351341141	66.2687420698036	67.634840101119	63.9716112216685	68.4001274932479	66.0840828003486	67.4149319293939	73.6913583891825	71.3123048456112	71.5308347389641	73.5564531129594	74.359969972302	74.5634790627692	..	..	..	..
Filipinas	PHL	Producción de electricidad a partir de fuentes hidroeléctricas (% del total)	EG.ELC.HYRO.ZS	..	..	..	..	..	..	..	..	..	..	..	0	0	14.2196268769907	18.0884494519813	16.4594001463058	18.9861375373743	14.5689655172414	18.0543044653198	17.2093302152665	19.5568882225554	20.045202604531	19.4424404823251	18.4953854759019	24.9197355996223	24.3916366511464	28.6878993039001	23.1737479021288	25.5267125799747	25.3587768349431	23.0257910130284	20.0592615696518	17.1627367607267	18.9247150005644	19.2379639657379	18.5664064827504	19.1412312467667	15.2498932080308	12.1843282505171	18.9225719250821	17.2201368955619	15.0988310308183	14.5109043266553	14.8658859085757	15.3564344049895	14.8266657238319	17.5034781536728	14.3647984432403	16.1835550221141	15.8072382551961	11.5187033155207	14.0193130565514	14.0590502050164	13.3114553716153	11.825994667495	10.5141179182896	..	..	..	..
Filipinas	PHL	Producción de electricidad a partir de fuentes nucleares (% del total)	EG.ELC.NUCL.ZS	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	..	..	..	..	..
Filipinas	PHL	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (% del total)	EG.ELC.RNWX.ZS	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	0.019302535066272	3.82562811057145	11.533122327725	16.7572512511435	20.0144285272596	22.9793977812995	25.3021718602455	25.9992971975753	26.5662248498141	21.667697199894	21.2763356289987	22.3243264380401	22.3990580012915	22.4492182931108	22.0332431387708	21.3213439181309	20.7410324570903	18.277423583388	17.7907261687587	18.1847877980752	21.4392226658329	25.5696080324387	25.6701258555973	22.1934112646121	21.1319041822271	18.5530789573102	18.3748235252069	17.5384941750491	18.5249106246588	17.2350740635118	17.7323621775374	16.77782981541	14.7796049718048	14.6365791604025	14.3854308086834	13.0922328807164	13.7713235484455	14.8993484037713	..	..	..	..
Filipinas	PHL	Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (kilovatio-hora)	EG.ELC.RNWX.KH	..	..	..	..	..	..	..	..	..	..	..	0	0	0	0	0	0	0	3000000	638000000	2077000000	3114000000	3884000000	4930000000	5359000000	5919000000	5572000000	4906000000	5221000000	5709000000	5897000000	5758000000	5700000000	5667000000	6320000000	6135000000	6534000000	7237000000	8914000000	10594000000	11626000000	10442000000	10242000000	9822000000	10282000000	9921000000	10519000000	10274000000	10785000000	10389000000	10012000000	10125000000	10490000000	9854000000	10640000000	12279000000	..	..	..	..
Filipinas	PHL	Producción de electricidad a partir del petróleo (% del total)	EG.ELC.PETR.ZS	..	..	..	..	..	..	..	..	..	..	..	99.8687807545107	99.8845931909983	85.6893675109965	81.7965815896375	83.3650329188003	80.7760260940473	84.7015915119363	81.41165873118	78.2994543383103	67.9049364206786	62.5087445514718	58.3118623106256	55.8776918057239	44.6647780925401	34.9073179302469	32.1445599313436	45.2389364897094	42.6749256285912	42.8811637273687	47.2290804117446	49.9200748567196	53.8809431774256	52.1727679747169	55.5577434281776	56.8372758148126	49.7944291665532	48.0337713898033	43.7490980807158	28.4779880285769	20.2804151026717	20.971307120085	12.9840922689665	13.5436343029845	15.1973837053452	10.8561528806548	8.21548702956871	8.6359900018453	8.00381447197514	8.69010513396102	10.4824185881728	4.91210824563432	5.83371045377875	5.9668376159222	7.38784913670368	7.14207709948673	..	..	..	..
Filipinas	PHL	Producción de energía eléctrica renovable (% de la producción total de electricidad)	EG.ELC.RNEW.ZS	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	45.4248490143199	42.5084798627627	39.1959798994975	40.2460589186952	39.9789964228283	36.8438300661384	36.9319574155254	33.434681006106	33.62355091635	44.4921799575208	42.8902627511592	37.2922422954304	35.6428085088823	33.4189648658859	33.7312579301964	32.365159898881	36.0283887783315	31.5998725067521	33.9159171996514	32.5850680706061	26.2983082873254	28.6558922169539	28.4444810136998	26.4036882523317	25.5973182159406	25.4134663220608	..	..	..	..
Finlandia	FIN	Producción de electricidad a partir de carbón  (% del total)	EG.ELC.COAL.ZS	29.6804183614178	17.2588347659981	11.5272038567493	19.0359408033827	21.8110544884359	20.9123563218391	20.1310153691106	19.200477326969	23.8477066277896	33.3750437959858	30.353326360784	27.9507402795074	30.0493456339841	28.0706459275151	30.9833158409033	31.6609988154828	39.7060331567253	32.3765786452354	44.7470054852793	39.4439772698316	42.6338135322846	21.7482705517123	20.8670309653916	21.5157475649928	24.6582904586305	31.2897256416445	29.941541834125	30.6243211864724	31.0256505438212	30.8824349183344	18.4600106662743	17.6249439519884	14.1082719792118	17.1171761161774	22.2653928783654	18.1947372530647	22.3602842604471	19.0398404070776	12.2493479840951	13.8517356062024	13.1073510918029	15.1155921918213	17.804015742779	23.6475108507459	19.9603937328907	10.1824827859794	20.757605209447	18.0195704351037	11.8839756173158	16.0887482828956	18.7557329498971	14.020217412008	10.7838263907628	15.7177540452166	12.3593855552618	8.30357012697348	..	..	..	..
Finlandia	FIN	Producción de electricidad a partir de fuentes de gas natural (% del total)	EG.ELC.NGAS.ZS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17621512069777	3.23640670971686	3.95487950777645	4.64982778415614	4.7436471510131	4.22240909206737	4.2187154882568	2.46156102569117	2.34122647237401	1.78211721212408	1.84379623291452	2.89242899670126	3.71858888482929	4.00734054904311	4.8851108058948	7.30438337328354	8.56060466741453	8.54344152036698	8.97184928540494	9.09314166898607	9.79719949414149	10.3599593972047	12.2699032764909	9.95142824100844	12.5742870580187	13.7307974718171	14.4778209671888	15.6942244180114	15.50930558335	16.4219813580628	14.8488554953696	15.9119888923522	14.9710856254252	12.9940304018709	14.2434652340118	13.5883667041308	13.9561692738677	12.8488047781663	9.55248469699337	9.52608164811878	8.10790965430141	7.57321748764523	..	..	..	..
